Player,Team within selected timeframe,Position,Age,Contract expires,Minutes played,Passport country,Foot,Height,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Successful attacking actions per 90,Goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m",xA per 90,Shot assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",,
P. Kadeřábek,Hoffenheim,"RB, RWB",33,2025-06-30,1414,Czech Republic,right,182,6.87,5.54,59.77,5.66,47.19,0.33,0.06,3.31,4.29,2.04,0.06,0.06,0.57,22.22,11.111,3.95,35.48,0.57,77.78,1.4,63.64,1.4,0.76,0.19,26.48,0.45,35.07,73.68,11.14,63.43,26.48,84.86,4.71,43.24,20,0.07,0.7,0.06,0.51,4.96,53.85,3.5,41.82,0.45,57.14,0.38,7.51,78.81,0,0
M. Komenda,Holstein Kiel,LCB,28,2026-06-30,1420,"Germany, Croatia",left,183,7.29,4.37,57.97,3.8,41.67,0.3,0.57,4.5,5.41,0.57,0,0.02,0.19,0,0,0.82,61.54,0.06,100,0.44,71.43,0.44,0.89,0.19,33.15,0.76,45.82,83.26,25.04,75.95,36.82,91.22,8.3,50.38,21.44,0.06,0.38,0.06,0.32,6.59,64.42,1.46,47.83,0.63,10,0.38,11.47,71.82,0,0
K. Schlotterbeck,Augsburg,LCB,28,2027-06-30,1421,Germany,left,189,7.79,3.55,66.07,4.18,74.24,0.14,0.38,5.32,5.85,0.57,0.19,0.08,0.7,36.36,27.273,0.25,50,0.25,75,0.76,41.67,0.89,0.25,0,27.3,0.7,40.72,86.78,19,77.67,35.66,92.18,4.81,48.68,21.67,0.03,0.44,0.06,0.32,5.64,69.66,1.08,41.18,0.7,36.36,0.38,7.98,69.84,0,0
D. Köhn,Werder Bremen,"LWB, LB",26,2026-06-30,1430,"Germany, Ghana",left,180,5.73,3.52,57.14,1.45,30.43,0.32,0.13,3.46,4.41,2.58,0.13,0.05,0.76,25,16.667,3.84,18.03,3.52,48.21,7.11,40.71,1.7,1.83,0.31,30.59,1.07,37.51,79.36,7.74,70.73,31.53,88.42,2.33,51.35,18.21,0.11,0.76,0,0.69,2.01,78.13,3.08,36.73,0.06,0,0.57,5.79,66.3,0,0
A. Beck,Heidenheim,"AMF, RAMF, LCMF",27,2028-06-30,1438,Germany,right,185,6.76,6.63,65.09,2.94,53.19,0.21,0.06,2.25,2.52,2.63,0.13,0.18,1.88,26.67,6.667,0.94,46.67,2.75,61.36,7.51,41.67,2.32,1.5,0.44,23.97,0.75,35.74,85.11,8.82,71.63,33.36,87.05,1.5,66.67,15.79,0.09,1,0,0.38,3.19,80.39,1.75,64.29,0.25,0,1.31,4.38,67.14,0,0
Aleix García,Bayer Leverkusen,"LCMF, RCMF",27,2029-06-30,1448,Spain,right,173,4.16,2.18,51.43,0.81,30.77,0.49,0.06,2.73,4.27,1.62,0.19,0.04,0.87,28.57,21.429,1.93,35.48,0.87,57.14,1.8,58.62,0.81,0.99,0.5,60.23,0.44,71.73,89.6,19.52,81.53,65.57,92.61,4.48,65.28,17,0.2,1.37,0.37,0.44,9.88,84.91,2.42,43.59,0.37,50,0.62,9.94,83.75,0,0
A. Knauff,Eintracht Frankfurt,"RW, LW, LWB",23,2028-06-30,1481,"Germany, Ghana",right,180,6.68,5.96,64.29,2.8,43.48,0.14,0.3,2.73,3.24,3.28,0.18,0.28,1.4,43.48,13.043,3.16,30.77,2.98,51.02,7.17,41.53,4.07,2.67,0.73,19.57,1.22,27.53,68.65,7.78,60.94,22.97,75.13,1.64,48.15,17.5,0.2,1.34,0.24,0.79,2.13,65.71,2.98,51.02,0.3,80,1.64,4.8,59.49,0,0
C. Boukhalfa,St. Pauli,"LCMF, RCMF",25,2025-06-30,1488,"Germany, Algeria",left,186,6.35,4.96,63.41,4.11,38.24,0.19,0.12,3.02,3.18,1.45,0.12,0.15,1.09,22.22,11.111,0.54,44.44,1.75,48.28,4.78,37.97,1.39,0.85,0.12,16.15,0.91,23.29,74.29,9.01,57.05,21.41,77.68,1.33,31.82,14.53,0.02,0.36,0.24,0.18,2.78,56.52,1.39,56.52,0.3,40,0.48,3.21,54.72,0,0
A. Vermeeren,RB Leipzig,"RCMF, LCMF",20,2030-06-30,1489,Belgium,right,180,8.58,5.98,46.46,1.93,31.25,0.39,0.48,5.5,7.05,0.42,0,0.03,0.12,50,0,0.24,25,0.66,36.36,2.3,31.58,0.24,0.66,0,38.08,0.06,51.74,86.92,14.81,71.84,49.5,88.77,1.99,48.48,16.56,0.02,0.24,0.24,0.06,6.1,76.24,0.91,40,0.36,16.67,0.36,5.98,62.63,0,0
A. Schäfer,Union Berlin,"RCMF, AMF",26,,1490,Hungary,right,178,9.66,7.01,59.48,3.14,63.46,0.77,0.3,4.77,5.04,1.15,0.06,0.02,0.48,12.5,12.5,0.79,30.77,1.45,58.33,4.95,59.76,1.03,0.85,0.06,17.7,1.75,29.05,77.13,8.76,61.38,26.15,81.76,2.17,36.11,16,0.04,0.36,0,0.3,2.84,65.96,1.45,50,0.24,50,0.6,4.17,49.28,0,0
M. Broschinski,Bochum,"CF, RW",24,2026-06-30,1492,Germany,right,190,5.43,5.13,58.82,4.71,32.05,0,0.06,2.41,3,2.84,0.06,0.24,1.99,36.36,3.03,1.87,25.81,3.8,42.86,13.69,24.67,3.2,1.57,0.36,10.86,1.09,15.68,70.77,2.9,54.17,13.45,78.03,0.48,25,15.86,0.09,0.6,0.06,0.24,1.33,59.09,1.09,55.56,0.06,0,0.3,1.57,76.92,0,0
Raphaël Guerreiro,Bayern München,"LB, RB",31,2026-06-30,1504,"France, Portugal",left,170,4.01,3.59,63.33,1.08,55.56,0.12,0,1.68,3.26,2.09,0.24,0.14,1.08,61.11,22.222,2.09,42.86,1.38,34.78,3.83,26.56,2.93,1.62,0.12,55.35,0.36,67.74,89.93,14.66,81.22,63.43,92.55,2.21,59.46,14.05,0.18,1.38,0.24,0.78,5.33,85.39,3.35,51.79,0.54,33.33,1.74,8.68,77.24,0,0
M. Sabitzer,Borussia Dortmund,"RDMF, RCMF",31,2027-06-30,1506,Austria,right,178,6.63,3.47,70.69,1.91,43.75,0.19,0.42,4.06,6.62,1.2,0,0.11,0.9,26.67,0,1.55,23.08,1.02,52.94,3.59,26.67,1.43,1.2,0.12,31.49,0.42,40.94,85.84,11.59,79.9,35.92,91.35,3.53,55.93,16.59,0.03,0.48,0.06,0.12,5.32,77.53,2.09,42.86,0.3,20,0.72,5.08,78.82,0,0
C. Lukeba,RB Leipzig,"LCB, LB",22,2029-06-30,1507,"France, Angola",left,184,9.2,5.2,78.16,2.99,54,0.18,0.3,5.02,7.39,1.31,0,0.01,0.18,0,0,0.6,30,1.67,67.86,5.32,49.44,0.66,1.67,0.24,48.37,0.84,63.24,88.86,24.84,82.45,57.81,91.63,4.9,62.2,17.81,0.01,0.18,0,0.06,7.47,76,1.07,55.56,0.18,33.33,0.24,9.97,73.65,0,0
N. Woltemade,Stuttgart,"CF, AMF",23,2028-06-30,1512,Germany,right,198,4.05,3.39,52.63,7.56,32.28,0.36,0.18,2.02,3.09,3.45,0.54,0.49,1.79,63.33,30,0.65,45.45,4.29,45.83,19.17,28.57,5.48,1.79,0.24,15.3,1.79,23.15,74.81,5.18,59.77,21.79,76.78,0.71,41.67,13.28,0.13,1.31,0.3,0.6,2.2,51.35,1.85,48.39,0.42,14.29,2.2,2.2,64.86,0,0
Y. Gerhardt,Wolfsburg,"LCMF, LW",31,2025-06-30,1514,Germany,left,184,7.01,5.47,55.43,3.15,43.4,0,0.3,3.98,5.13,0.95,0.06,0.05,0.71,41.67,8.333,1.07,38.89,0.42,28.57,2.38,30,1.55,0.83,0.18,22.83,0.59,31.8,79.07,12.07,68.97,28.36,83.23,2.5,47.62,16.29,0.01,0.06,0.24,0.06,4.46,74.67,1.43,58.33,0.36,50,0.77,6.24,68.57,0,0
L. Sané,Bayern München,"LAMF, RAMF, LW",29,2025-06-30,1514,"Germany, France",left,183,3.45,4.04,57.35,0.65,45.45,0.11,0,1.07,1.92,5.17,0.59,0.44,3.15,45.28,18.868,3.03,33.33,5.23,51.14,11.65,38.78,5.35,4.34,0.83,37.87,1.13,44.46,84.89,6.12,74.76,41.02,88.55,0.59,90,15.96,0.28,1.72,0.12,1.01,1.61,85.19,3.45,53.45,0.12,50,2.08,3.75,88.89,0,0
N. Collins,Eintracht Frankfurt,"RCB, RB",21,2030-06-30,1520,"Germany, Nigeria",right,188,8.88,7.05,63.03,1.78,53.33,0,0.65,4.44,5.8,1.42,0.06,0.05,0.3,40,20,1.24,23.81,1.78,56.67,5.8,47.96,0.71,1.78,0.12,34.05,1.07,46.6,87.17,15.69,80.38,42.75,91.83,2.72,39.13,16.4,0.05,0.18,0,0,5.39,74.73,1.72,51.72,0.06,0,0.65,6.34,68.22,0,0
K. Laimer,Bayern München,RB,27,2027-06-30,1529,Austria,right,180,7.24,7.24,58.54,1.41,37.5,0.1,0.12,2.94,5.03,1,0.12,0.09,0.77,38.46,15.385,1.29,36.36,0.59,40,4.18,40.85,2.88,3.24,0.88,43.26,0.59,53.03,87.68,18.36,78.53,50.39,90.3,1.35,39.13,15.62,0.09,0.59,0.06,0.24,6.3,83.18,2.06,57.14,0.29,0,1.18,6.06,74.76,0,0
K. Kampl,RB Leipzig,"LCMF, RCMF",34,2026-06-30,1536,"Germany, Slovenia",right,178,7.27,4.63,54.43,1.29,18.18,0.4,0.29,4.45,6.05,1.41,0.06,0.04,0.35,50,16.667,0.76,46.15,1.11,57.89,3.46,38.98,0.64,1.99,0.12,46.99,0.41,61.11,91.18,17.58,81,56.72,94.21,3.63,53.23,16.98,0.07,0.94,0.47,0.29,7.21,82.93,2.4,56.1,0.88,53.33,1.11,7.73,77.27,0,0
J. Haberer,Union Berlin,"RWB, LCMF, RCMF",31,2027-06-30,1545,Germany,right,187,7.86,6.35,65.14,2.21,31.58,0.18,0,3.55,3.64,0.58,0,0.04,0.76,15.38,0,0.87,26.67,0.23,75,1.86,37.5,0.82,0.41,0.06,22.43,0.76,34.6,80.64,10.49,63.89,31.17,85.23,2.56,43.18,16.74,0.06,0.35,0.06,0.23,4.19,66.67,1.4,33.33,0.17,0,0.35,5.18,60.67,0,0
V. Gendrey,Hoffenheim,"RB, RWB",24,2026-06-30,1546,"France, Guadeloupe",right,179,8.15,5.3,74.73,3.43,45.76,0.29,0.17,3.96,4.96,2.1,0.06,0.05,0.52,55.56,11.111,3.09,30.19,1.69,51.72,4.08,45.71,1.46,1.22,0.17,21.71,1.46,30.62,75.86,12.34,67.45,24.62,83.22,3.03,61.54,18.76,0.1,0.99,0,0.47,4.13,66.2,2.85,40.82,0.23,50,0.76,7.68,72.73,0,0
J. Leweling,Stuttgart,"LW, RW, RAMF",24,2029-06-30,1550,"Germany, Ghana",right,185,5.86,4.35,58.67,0.87,46.67,0,0.06,3.31,4.65,5.81,0.12,0.1,1.51,57.69,7.692,4.06,37.14,7.14,47.15,14.46,38.15,3.14,2.73,0.58,21.31,1.51,29.67,74.17,6.62,58.77,24.62,81.6,1.16,35,16.5,0.11,0.7,0.06,0.52,2.03,62.86,3.72,53.13,0.17,33.33,0.7,4.94,69.41,0,0
K. Stöger,Borussia M'gladbach,AMF,31,2027-06-30,1554,Austria,left,175,6.6,5.04,60.92,1.22,23.81,0.23,0,3.36,4.37,2.14,0.17,0.2,1.16,45,15,2.26,30.77,1.8,41.94,7.47,43.41,1.56,2.37,0.17,41.64,2.14,53.51,81.6,16.56,72.03,45.29,86.7,6.2,62.62,17.71,0.26,2.26,0.35,0.69,8.05,71.94,4.4,51.32,0.93,31.25,2.2,8.98,69.68,0,0
Omar Marmoush,Eintracht Frankfurt,CF,26,2027-06-30,1563,"Egypt, Canada",right,183,1.9,1.9,48.48,1.32,17.39,0.07,0.12,0.92,1.17,5.7,0.86,0.63,4.26,50,20.27,1.21,28.57,6.56,46.49,15.83,39.27,4.66,3.45,0.75,17.16,3.05,19.69,79.24,4.49,74.36,17.91,82.64,0.58,80,15.76,0.32,1.84,0.4,0.52,1.79,87.1,1.96,64.71,0.35,50,1.55,2.48,81.4,0,0
A. Nusa,RB Leipzig,"LW, RW, LWB",20,2029-06-30,1566,"Norway, Nigeria",right,180,5.52,5.63,53.06,1.09,36.84,0.07,0,2.47,3.21,4.77,0.17,0.13,1.38,29.17,12.5,2.3,27.5,6.78,51.69,13.68,38.66,2.53,2.82,0.46,21.03,1.55,28.97,75.6,8.05,62.14,25.17,82.65,1.55,29.63,16.27,0.13,0.86,0.57,0.52,2.7,59.57,2.7,51.06,0.75,23.08,0.8,4.48,67.95,0,0
T. Rothe,Union Berlin,"LWB, LB",20,2026-06-30,1567,Germany,left,193,8.56,6.6,53.04,4.65,37.04,0.64,0.17,4.48,4.99,1.67,0.11,0.16,0.92,43.75,12.5,2.81,28.57,1.55,29.63,4.54,25.32,2.13,1.03,0,21.48,0.57,31.07,69.87,11.83,56.8,25.79,76.84,2.64,43.48,18.48,0.09,0.86,0.06,0.4,3.5,47.54,2.87,42,0.4,0,0.8,7.18,57.6,0,0
L. Geertruida,RB Leipzig,"RB, RCB",24,2029-06-30,1575,"Netherlands, Curaçao",right,185,8.4,6.06,67.92,1.66,48.28,0.22,0.23,4.11,5.31,0.97,0.06,0.07,0.4,14.29,14.286,1.03,44.44,0.57,50,3.54,27.42,1.03,0.97,0.11,40.86,0.29,52.57,88.8,19.89,82.47,47.71,93.65,3.83,40.3,18.48,0.02,0.29,0.17,0.11,8,80,1.71,60,0.74,61.54,0.8,9.09,75.47,0,0
A. Davies,Bayern München,LB,24,2030-06-30,1578,"Liberia, Canada",left,185,6.44,4.45,78.21,1.03,50,0.44,0,2.74,5.24,2.74,0.06,0.05,0.91,18.75,6.25,1.77,19.35,3.08,70.37,7.81,43.8,2.57,2.91,0.63,51.56,1.25,63.14,90.15,15.29,86.19,60.23,92.8,1.2,57.14,15.75,0.08,1.31,0.23,0.34,6.62,90.52,2.34,43.9,0.34,33.33,1.31,6.96,87.7,0,0
P. Harres,Holstein Kiel,CF,23,2025-06-30,1585,Germany,right,193,2.73,2.33,43.9,7.55,39.85,0.21,0.11,1.53,1.89,1.82,0.45,0.34,1.87,48.48,24.242,0.51,88.89,1.31,34.78,6.7,24.58,2.78,0.62,0.11,8.46,1.08,10.9,63.02,2.56,48.89,9.77,62.79,0.74,53.85,13.46,0.05,0.34,0,0.17,1.48,42.31,0.45,62.5,0,0,0.23,1.14,65,0,0
D. Undav,Stuttgart,"CF, AMF",28,2027-06-30,1589,"Germany, Türkiye",right,179,3,3.23,52.63,3.23,26.32,0,0,1.3,1.9,2.72,0.45,0.51,3.17,48.21,14.286,0.57,20,1.59,42.86,7.25,29.69,4.59,0.96,0.11,20.73,0.96,25.54,74.94,6.85,53.72,23.11,77.21,1.87,63.64,15.32,0.09,0.68,0.85,0.45,2.78,59.18,1.98,51.43,0.79,35.71,1.3,3.4,68.33,0,0
M. Bülter,Hoffenheim,"CF, LAMF",32,2026-06-30,1596,Germany,right,188,2.99,3.1,60,2.82,32,0,0.17,1.13,1.4,5.24,0.28,0.16,1.41,60,20,4.29,30.26,4.68,66.27,10.88,49.74,3.55,1.86,0.51,19.17,1.69,25.21,68.68,4.79,58.82,19.29,78.95,1.8,50,19.82,0.12,0.68,0.17,0.56,2.48,50,3.67,49.23,0.34,50,1.07,4.34,80.52,0,0
R. Reitz,Borussia M'gladbach,RDMF,22,2028-06-30,1599,Germany,right,176,11.14,7.49,60.15,1.69,40,0.4,0.62,6.3,7.42,1.97,0.06,0.14,1.01,27.78,5.556,1.18,42.86,2.14,47.37,6.08,44.44,1.01,0.79,0.23,27.35,1.63,39.74,79.32,15.87,68.09,32.76,85.4,5.91,51.43,19.32,0.07,0.62,0.17,0.51,5.57,70.71,2.03,58.33,0.68,58.33,0.79,7.26,61.24,0,0
R. Andrich,Bayer Leverkusen,"LCMF, RCMF, DMF",30,2028-06-30,1600,Germany,right,186,7.14,5.34,58.95,2.42,51.16,0.15,0.39,3.88,5.12,0.73,0.11,0.06,1.01,22.22,11.111,0.73,15.38,0.34,100,1.29,78.26,0.84,0.45,0.06,37.13,0.96,49.5,89.66,11.7,75,45.9,92.89,2.87,56.86,18.29,0.01,0.28,0.23,0.11,4.95,77.27,1.07,47.37,0.39,42.86,0.45,4.56,74.07,0,0
P. Schick,Bayer Leverkusen,"CF, RWF",29,2027-06-30,1615,Czech Republic,left,191,1.89,1.67,40,5.29,47.37,0.09,0.06,1.17,1.88,2.17,1.06,0.53,2.9,59.62,36.538,0.22,0,1,38.89,6.41,17.39,4.85,0.11,0,14.93,1.06,16.94,79.93,2.45,68.18,16.61,81.21,0.11,50,11.64,0.02,0.45,0.11,0,1.11,70,0.45,62.5,0.06,0,0.61,0.95,41.18,0,0
O. Afolayan,St. Pauli,"LWF, RWF, AMF",27,,1621,"England, Nigeria",right,180,5.16,4.33,64.1,3.44,20.97,0.06,0.06,2.33,2.52,5.44,0.17,0.17,1.83,39.39,9.091,3,33.33,7.05,52.76,15.38,41.88,2.28,2.78,0.22,17.88,2.17,23.54,71.7,4.83,55.17,18.82,79.65,1.72,51.61,18.3,0.13,0.83,0.11,0.72,1.94,71.43,2.33,45.24,0.17,0,0.33,3.72,76.12,0,0
P. Wanner,Heidenheim,"AMF, CF, RAMF",19,2027-06-30,1624,"Austria, Germany",left,185,5.76,5.26,72.63,1.55,32.14,0.71,0.06,1.33,1.56,2.16,0.17,0.21,1.27,26.09,13.043,1.16,28.57,2.88,48.08,9.7,34.29,1.61,1.33,0.06,19.51,0.67,30.54,75.5,9.09,62.8,27.16,80.2,2.33,42.86,15.85,0.05,0.89,0.28,0.22,4.27,63.64,2.05,43.24,0.61,18.18,0.61,3.93,64.79,0,0
F. Agu,Werder Bremen,"LWB, RB",25,2027-06-30,1627,"Germany, Nigeria",right,180,7.63,5.7,65.05,2.38,44.19,0.2,0.22,3.76,4.54,2.49,0.17,0.09,0.33,66.67,50,2.38,48.84,2.05,54.05,4.98,50,1.22,1.6,0.55,22.9,1.94,30.81,80.79,7.47,71.85,26.11,85.17,2.43,65.91,17.86,0.1,0.83,0.11,0.55,2.1,78.95,2.88,55.77,0.39,57.14,0.66,6.31,62.28,0,0
L. Rosenboom,Holstein Kiel,"RWB, RB",23,2026-06-30,1631,Germany,right,190,8.94,6.4,56.9,3.81,39.13,0.35,0.28,5.02,6.35,1.21,0.06,0.08,0.44,50,12.5,0.88,56.25,1.27,39.13,3.97,29.17,1.55,0.44,0.11,12.53,0.55,19.87,70.28,8.33,57.62,16.5,74.58,2.54,47.83,18.78,0.05,0.5,0,0.39,2.65,58.33,1.27,56.52,0.28,20,0.55,4.97,66.67,0,0
A. Prass,Hoffenheim,"LB, LWB",23,2028-06-30,1632,Austria,left,180,9.21,6.89,59.2,2.32,45.24,0.63,0.22,4.63,5.83,2.92,0,0.05,0.61,9.09,0,3.36,34.43,2.54,65.22,5.4,59.18,1.6,1.54,0.28,32.81,1.32,44.39,74.78,16.6,64.45,35.4,83.49,5.74,43.27,19.96,0.11,0.77,0.22,0.39,5.02,61.54,3.03,54.55,0.72,30.77,0.77,9.76,66.1,0,0
L. Querfeld,Union Berlin,"CB, LCB",21,2025-06-30,1640,Austria,right,190,8.67,4.77,64.37,6.31,56.52,0.17,0.44,5.43,5.57,0.33,0.11,0.07,0.77,28.57,14.286,0,0,0.11,100,1.37,32,0.99,0.05,0,19.1,0.6,31.83,84.14,12.95,71.61,25.41,91.58,6.42,54.7,21.43,0.02,0.16,0,0.05,4.61,54.76,0.6,27.27,0.44,25,0.22,6.2,65.49,0,0
M. Beier,Borussia Dortmund,"CF, LAMF, RAMF",22,2029-06-30,1643,Germany,right,185,4.6,4.88,57.3,2.96,44.44,0.25,0.11,1.64,2.55,2.36,0.44,0.4,2.03,37.84,21.622,1.26,34.78,2.19,50,5.97,41.28,4.71,0.93,0.16,16.6,0.88,20.6,74.73,4,54.79,19.17,78,0.22,0,12.77,0.13,1.04,0.16,0.44,1.64,66.67,1.42,50,0.16,33.33,1.21,1.92,45.71,0,0
C. Baumgartner,RB Leipzig,"RW, LWF, LW",25,2028-06-30,1650,Austria,right,180,7.96,7.31,49.25,4.75,47.13,0.36,0.44,4.09,5.41,2.4,0.11,0.26,1.85,41.18,5.882,0.76,21.43,2.51,56.52,8.24,39.74,3.11,2.29,0.6,20.67,1.53,29.78,72.16,8.02,58.5,26.67,75.46,2.4,52.27,15.12,0.05,0.6,0.33,0.27,3.11,63.16,2.13,48.72,1.04,36.84,1.31,4.91,60,0,0
M. Götze,Eintracht Frankfurt,"RW, AMF, RCMF",32,2026-06-30,1655,Germany,right,176,6.74,5.93,69.72,0.92,11.76,0.14,0.11,2.5,3.14,1.09,0.16,0.14,0.44,75,37.5,1.25,30.43,0.6,54.55,5.17,27.37,2.61,1.36,0.22,33.99,0.82,43.83,82.26,13.11,70.54,39.43,86.07,3.32,54.1,15.85,0.11,1.25,0.05,0.44,5.11,74.47,2.07,60.53,0.49,66.67,1.25,6.2,76.32,0,0
Bernardo,Bochum,LCB,29,2025-06-30,1663,Brazil,left,186,10.39,6.39,68.64,7.2,58.65,1.3,0.43,5.03,6.71,0.32,0,0.03,0.32,33.33,0,0.54,10,0.38,42.86,2.16,27.5,0.81,0.54,0.22,26.79,0.54,41.56,81.64,20.13,72.31,32.25,88.09,8.77,62.35,22.26,0.03,0.27,0,0.05,8.33,72.73,1.35,56,0.54,30,0.92,10.66,75.13,0,0
J. Medić,Bochum,"CB, RCB, LCB",26,2028-06-30,1663,Croatia,right,193,8.98,4.06,57.33,3.9,55.56,0.26,1.03,6.44,7.76,0.22,0.05,0.07,0.6,18.18,9.091,0.05,100,0.05,100,0.92,52.94,0.97,0.22,0,24.3,0.43,38.1,86.08,13.64,69.84,34.47,90.89,3.57,39.39,19.33,0.01,0.11,0.05,0.05,3.41,66.67,0.38,42.86,0.43,0,0.11,6.44,53.78,0,0
M. Guilavogui,St. Pauli,"RWF, CF, LWF",27,2027-06-30,1663,"France, Guinea",right,189,7.14,5.95,57.27,7.09,41.22,0.23,0,3.52,3.76,1.95,0.27,0.2,1.62,36.67,16.667,0.97,33.33,1.89,51.43,6.82,35.71,4.11,1.35,0.27,17.91,1.41,24.89,75,6.55,64.46,22.73,78.1,1.19,50,13.99,0.13,1.3,0.22,0.65,2.44,62.22,1.35,44,0.27,20,0.87,3.25,66.67,0,0
C. Zesiger,Augsburg,LCB,26,2027-06-30,1668,Switzerland,left,194,9.87,6.64,64.23,3.18,45.76,0.18,0.49,5.45,5.95,0.59,0,0.01,0.27,20,0,0.7,38.46,0.38,57.14,2.16,45,0.16,0.32,0.05,21.85,0.59,34.91,81.3,17.37,73.29,28.44,88.8,5.77,49.53,20.2,0.04,0.22,0.05,0.22,6.37,64.41,1.13,42.86,0.43,12.5,0.16,7.61,70.21,0,0
P. Tietz,Augsburg,CF,27,2027-06-30,1677,Germany,right,190,2.52,2.09,43.59,8.69,39.51,0.24,0.11,1.4,1.57,1.34,0.32,0.31,2.2,36.59,14.634,0.21,25,1.18,40.91,7.19,24.63,3.65,0.32,0,13.09,0.54,20.02,70.24,3.97,44.59,19.21,71.51,0.59,45.45,13.93,0.06,0.86,0.05,0.21,2.15,50,0.81,46.67,0.05,0,0.7,2.04,52.63,0,0
S. Essende,Augsburg,CF,27,2028-06-30,1697,"France, Congo DR",right,192,3.24,2.55,58.33,7.9,36.91,0.06,0.11,1.7,1.94,2.33,0.37,0.27,1.8,41.18,20.588,0.64,25,3.08,46.55,12.89,26.34,3.34,0.95,0.11,8.38,1.7,12.78,72.61,2.49,59.57,12.09,75,0.05,100,14.27,0.06,0.27,0.05,0.21,0.95,72.22,0.48,55.56,0.05,0,0.64,1.38,57.69,0,0
P. Wimmer,Wolfsburg,"CF, LW, LCMF",23,2027-06-30,1700,Austria,right,182,8.36,6.62,59.2,4.61,40.23,0.2,0.16,4.29,5.45,3.18,0.16,0.2,1.69,28.13,9.375,1.54,34.48,3.6,57.35,9.74,42.39,2.59,2.12,0.37,15.67,1.85,25.68,66.8,10.06,60.53,22.45,70.75,1.75,42.42,16.7,0.17,1.06,0.42,0.48,3.76,61.97,2.06,58.97,0.53,10,1.01,5.14,62.89,0,0
C. Trimmel,Union Berlin,"RWB, RB",38,,1722,Austria,right,188,7,5.17,51.52,2.56,57.14,0.11,0.37,4.23,4.27,1.1,0,0.01,0.31,33.33,0,1.93,43.24,0.57,27.27,1.31,24,0.52,0.63,0.21,17.51,0.26,26.76,69.73,11.55,63.35,18.66,74.51,6.27,63.33,20.56,0.14,1.52,0,0.21,5.33,63.73,2.3,52.27,0.52,50,0.73,7.74,72.97,0,0
D. Raum,RB Leipzig,"LWB, LB",27,2027-06-30,1723,Germany,left,180,7.26,5.59,64.49,1.98,39.47,0.15,0.31,3.55,5.04,3.4,0.05,0.05,0.52,50,10,6.48,28.23,2.04,64.1,3.76,45.83,2.93,1.2,0.21,33.06,0.47,44.09,73.46,14.68,66.19,32.33,86.11,5.48,49.52,20.27,0.34,1.98,0.05,0.78,3.87,70.27,4.65,32.58,0.21,25,0.57,9.82,67.02,0,0
L. Ullrich,Borussia M'gladbach,LB,21,2027-06-30,1735,Germany,left,180,7.83,6.17,50.42,2.02,46.15,0.18,0.31,4.56,5.19,1.45,0.05,0.06,0.41,25,12.5,2.28,25,1.4,55.56,3.58,43.48,1.09,0.83,0.21,24.8,0.88,33.3,75.23,13.02,62.15,26.09,85.88,4.93,42.11,19.79,0.05,0.31,0,0.21,2.85,69.09,1.5,37.93,0.31,33.33,0.31,6.9,52.63,0,0
M. Jenz,Mainz 05,CB,25,2027-06-30,1758,Germany,right,190,10.29,6.96,70.59,6.96,64.71,0.53,0.61,4.97,6.42,0.2,0,0.05,0.46,33.33,0,0,0,0.1,50,0.72,71.43,0.92,0.1,0,26.11,0.36,42.75,86.95,16.13,74.92,37.12,92.55,5.63,50,20.3,0,0.05,0,0,3.74,57.53,0.46,11.11,0.36,28.57,0.05,5.32,63.46,0,0
A. Hložek,Hoffenheim,"CF, RAMF, RWF",22,2029-06-30,1759,Czech Republic,right,188,4.55,3.84,68,4.5,45.45,0.07,0.15,1.89,2.51,3.27,0.36,0.28,2.56,38,14,1.07,23.81,3.12,63.93,11.15,41.74,3.79,2,0.26,13.76,1.43,21.9,73.83,5.83,64.91,19.8,78.81,1.13,31.82,16.22,0.12,0.72,0.05,0.46,2.71,64.15,1.53,73.33,0.26,40,1.13,2.71,66.04,0,0
J. Gittens,Borussia Dortmund,"LAMF, LW, LWF",20,2028-06-30,1764,"England, Barbados",right,175,5.1,5.05,58.59,0.92,33.33,0.44,0,1.89,3.23,7.5,0.36,0.22,2.5,48.98,14.286,3.11,24.59,8.72,62.57,17.04,47.31,4.8,5.41,0.71,20.87,1.94,26.12,79.1,4.03,65.82,22.4,87.47,0.66,53.85,15.42,0.16,0.97,0.1,0.82,1.07,76.19,2.81,43.64,0.15,33.33,1.12,2.35,78.26,0,0
